"Country Name","Country Code","Year","average_value_Adjusted net savings, excluding particulate emission damage (% of GNI)","average_value_Adjusted net savings, excluding particulate emission damage (current US$)","average_value_Adjusted savings: carbon dioxide damage (% of GNI)","average_value_Adjusted savings: carbon dioxide damage (current US$)","average_value_Adjusted savings: consumption of fixed capital (% of GNI)","average_value_Adjusted savings: consumption of fixed capital (current US$)","average_value_Adjusted savings: education expenditure (% of GNI)","average_value_Adjusted savings: education expenditure (current US$)","average_value_Adjusted savings: energy depletion (% of GNI)","average_value_Adjusted savings: energy depletion (current US$)","average_value_Adjusted savings: gross savings (% of GNI)","average_value_Adjusted savings: mineral depletion (% of GNI)","average_value_Adjusted savings: mineral depletion (current US$)","average_value_Adjusted savings: net forest depletion (% of GNI)","average_value_Adjusted savings: net forest depletion (current US$)","average_value_Adjusted savings: net national savings (% of GNI)","average_value_Adjusted savings: net national savings (current US$)","average_value_Agricultural methane emissions (% of total)","average_value_Agricultural nitrous oxide emissions (% of total)","average_value_Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent)","average_value_Aquaculture production (metric tons)","average_value_Bird species, threatened","average_value_Capture fisheries production (metric tons)","average_value_Coal rents (% of GDP)","average_value_Energy related methane emissions (% of total)","average_value_Fish species, threatened","average_value_Forest rents (% of GDP)","average_value_Mammal species, threatened","average_value_Marine protected areas (% of territorial waters)","average_value_Methane emissions (% change from 1990)","average_value_Methane emissions (kt of CO2 equivalent)","average_value_Methane emissions in energy sector (thousand metric tons of CO2 equivalent)","average_value_Mineral rents (% of GDP)","average_value_Natural gas rents (% of GDP)","average_value_Nitrous oxide emissions (% change from 1990)","average_value_Nitrous oxide emissions (thousand metric tons of CO2 equivalent)","average_value_Nitrous oxide emissions in energy sector (% of total)","average_value_Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent)","average_value_Oil rents (% of GDP)","average_value_People practicing open defecation (% of population)","average_value_People using at least basic drinking water services (% of population)","average_value_People using at least basic sanitation services (% of population)","average_value_Plant species (higher), threatened","average_value_Population living in areas where elevation is below 5 meters (% of total population)","average_value_Rural population living in areas where elevation is below 5 meters (% of total population)","average_value_Terrestrial and marine protected areas (% of total territorial area)","average_value_Terrestrial protected areas (% of total land area)","average_value_Total fisheries production (metric tons)","average_value_Total natural resources rents (% of GDP)","average_value_Urban population living in areas where elevation is below 5 meters (% of total population)"
"Somalia","SOM","2004","","","","13090922.5494349","","","0.991144636141377","","","0","","","0","","108165343.389509","","","87.5190258751903","96.448087431694","7060","","","30000","","4.36326737696601","","","","","20.6424546790789","19710","860","","","23.022117013623","7320","2.18579234972678","160","","51.17500135","30.31993875","22.88429845","","","","","","30000","",""
"Serbia","SRB","2017","-1.5677325886839","-647242923.792786","4.02679278137419","1662473021.31564","17.3420856837871","7159730124.67789","3.77256713526698","1557515229.61235","0.379721295353689","156769032.681415","16.5406837","0.132383661534037","54654976.7301935","0","0","-0.801401985688971","-330861122.677893","","","2940","5069.64990234375","","2209","0.240596487244456","","","0.387082898790281","","","","12430","3690","0.251767729062378","0.0730117038039357","","4590","","950","0.379270077131284","0.033525741","94.14837278","97.8160395","","","","6.61310734024646","6.61310734024645","7278.64990234375","1.33172889603233",""
"Sub-Saharan Africa (excluding high income)","SSA","2014","5.29751437938552","","1.65856483751864","","12.2965835330856","","3.19700060867584","","4.1621793292264","","22.0230606481231","0.606334138939098","","1.19888503864366","","9.72647711503748","","","","357850","581523.630249023","","7019326","0.429429544108429","","","2.74184679618599","","","","900260","282620","0.844765580148031","0.565950366295114","","489190","","57410","5.95100975773117","22.7249296121581","58.5576384309327","29.5955988682854","","","","","","7600849.6237793","10.5330020444687",""
"South Sudan","SSD","1989","","","","","","","1.07046664867207","","","","","","0","","","","","","","0","","","","","","","","","","","","0","","","","","","0","","","","","","","","","","","",""
"Small states","SST","2017","16.9858070041607","","2.15114574079634","","13.8461951372684","","3.7901833769187","","4.33513567079894","","33.8284126749091","0.211289373319787","","0.0890231254835611","","19.9822175376406","","","","14360","56578.9811745062","","3174608.64038086","0.0154005133508303","","","0.572846122441684","","5.82994165111412","","88730","42090","0.319859564368094","1.92549597472149","","18040","","2720","6.51139869046657","8.57795204121056","87.2731624643183","71.1875942218256","","","","19.3924418751444","26.1975028787423","3231187.67529297","9.34500086534867",""
"Slovak Republic","SVK","1985","","","","","","","5.2","","","15461445.5082194","","","0","","","","","60.7257504902555","47.996420652708","2482.899957","","","","","18.5364534428419","","","","","","6266.81","1161.64431800136","","","","5173.094","10.8545287608016","561.5149760533","","","","","","","","","","","",""
"Eswatini","SWZ","1978","","","","2296091.4735463","","34422210.9769443","3.6453239","","","","","","1161097.32753244","","7674582.79833475","","","65.8703509036007","94.4881312761473","459.9996876","","","44","","8.26476747922208","","12.0694815762208","","","","1039.46","85.9089520395219","2.3496224571921","","","486.8333","2.66755391835357","12.98654077","","","","","","","","","","44","14.4191040334129",""
"Syrian Arab Republic","SYR","2001","5.51462896254442","1120398000.12447","4.6578106898794","946319655.836181","4.2558739872046","864658844.036853","2.5960693","527439084.598452","14.5210705317888","2950221763.60095","26.35331487","0","0","0","0","22.0974408842127","4489500334.96315","8.19622181596587","83.9901477832512","3410","5880","","8291","0","78.2449725776965","","0.0069215753531155","","","36.0121674818084","32820","25680","0","0.685763031329196","5.99110094634911","4060","9.60591133004926","390","17.4369243049004","1.680745171","91.64030056","90.61801884","","","","","","14171","18.1296089115827",""
"Syrian Arab Republic","SYR","1960","","","","","","","","","","","","","","","","","","","","","","","1500","","","","","","","","","","","","","","","","","","","","","","","","","1500","",""
"Chad","TCD","2015","","","0.327776090191815","34804829.6433459","11.0092981956391","1169019826.82073","1.76559848210136","187479673.554366","4.40659817558356","467913625.786773","","0.0008087086106348","85872.5400250477","2.46461902538102","261705011.076117","","","","","21270","154","","100000","0","","","5.67318871241484","","","","47400","6250","0.0010220976948532","0","","21660","","110","7.51899010004814","66.18521818","44.39909697","11.01336536","","","","","","100154","13.1932009101578",""
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","1985","10.5456645855639","","1.14891382926792","","10.0141891816298","","3.00710311708646","","2.97749493948163","","22.0023513177595","0.314825653862498","","0.008366245040203","","11.9881621361297","","66.0269994679734","72.5963257158485","212434.535627878","75945","","13875895.4707031","0.0420501760616934","16.0413299089801","","0.332707250734207","","","","670469.1394","107552.166589054","0.719327353021849","0.132398957355156","","292624.362918","3.27487202115566","9583.07338828659","5.3396413917373","","","","","","","","","13951840.4707031","6.56612512891021",""
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","1992","10.1986094567997","","1.05859271986875","","8.70497126783361","","3.55968509474019","","1.23457693467883","","17.8499025133553","0.194347974721099","","0.0184892541934993","","9.14493124552172","","72.0577589327266","90.2524623570701","239160","339795","","18169835.5","0.0083823981999245","14.5043694089663","","0.478341516794973","","","2.32049971610404","773560","112200","0.432594289645608","0.0705185121880468","2.6565697772692","264990","4.06053058605985","10760","2.26805114802366","","","","","","","","","18509630.5","3.25788786485221",""
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","2020","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.2729515418445","64.4619227649844","32.7567262607749","","","","","","","",""
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","1971","","","1.33142428844877","","10.0679437431508","","3.70801086004522","","0.348204139507788","","","0.634866610701228","","0.208089085705115","","","","61.2713087551249","68.4725719319572","203878.796804095","4435","","3494622","0.48576741369724","17.1057340664094","","1.9248970321582","","","","410386.04842","70199.5460883714","1.62205192733067","0.0001182312543979","","297752.503012","2.00096225006844","5957.915183904","0.0731928323419205","","","","","","","","","3499057","4.10602743678243",""
"Tunisia","TUN","2000","7.68695935519914","1577730602.12006","1.80216792257702","369890791.693309","16.0752291128104","3299403539.86889","5.55","1139124644.3685","3.07451183292408","631036432.123672","23.16903368","0.0069242586318444","1421188.04531806","0.0732411993570528","15032586.5172478","7.09380456868913","1455986956.13111","37.2611464968153","69.6078431372549","2130","1553","","94670.828125","0","31.687898089172","","0.0969021434604018","","","69.5796779033414","6280","1990","0.0157043551102242","0.196891064139998","22.3087145623925","3060","6.86274509803922","210","3.40942484715817","10.19624371","88.54523455","76.51507858","","8.464448468","1.499867582","","","96223.828125","3.7189224098688","6.964580886"
"British Virgin Islands","VGB","1987","","","","633236.187765482","","","","","","0","","","0","","","","","68.2196249797135","77.0756548738356","3.27822954","","","565","","2.26401830990888","","","","","","11.0812","0.250880396957623","","","","4.253262","8.07397997113745","0.343407522","","","","","","","","","","565","",""
"British Virgin Islands","VGB","1978","","","","153072.764903087","","","","","","","","","0","","","","","80.0572202893376","90.9647331051097","4.44812087","","","350","","1.82597884731623","","","","","","13.117","0.23951364540247","","","","4.88994","3.15306136680614","0.154182809","","","","","","","","","","350","",""
"World","WLD","1968","","","","","","","","","","","","","","","","","","","","","3092313","","59336231","","","","","","","","","","","","","","","","","","","","","","","","","62428544","",""
"Aruba","ABW","2018","","","","19780947.4013053","","","5.78798338143624","","","0","","","0","","34184.251479891","","","","","","0","2","149","","","24","","2","0.0001051566836877","","","","","","","","","","","","","","2","","","0.141163456065734","18.9175762600279","149","",""
"Angola","AGO","2004","-1.54794632573534","-326051436.572186","1.96616014382802","414141839.912678","9.79276661546583","2062697891.97762","2.68999999999999","566607736.842898","29.9846846292045","6315819441.52479","37.5","0","0","0","0","27.7128984472972","5837302108.02238","58.9226701916722","98.6195472114854","17860","92","","240002","0","38.3013879709187","","0.684223792252903","","","-28.3246586024918","30260","11590","0","0.114388176254224","-82.7172836958081","18110","0.386526780784097","70","39.3950881210443","37.01114547","45.35133457","33.29039067","","","","","","240094","40.1937000895514",""
"Albania","ALB","1980","","","","33306340.9787669","","","2.8","","","258032272.380201","","","10085550.3848624","","27927461.8326842","","","56.4110760780986","75.2485814361646","933.0404211","339","","8661","","37.0659743735705","","","","","","2228.41","825.981879538083","","","","1239.9442","3.6659371421714","45.45557497","","","","","","","","","","9000","",""
"United Arab Emirates","ARE","2018","","","2.03578348556509","8624372800.4131","3.87095552544879","16398877278.456","","","5.14811302607398","21809414542.5296","","0","0","0","0","","","","","780","3350","13","73000","0","","20","0.0000892711081276","8","11.2703538609644","","52960","31550","0","0.737730496480015","","7140","","6110","16.5869505660452","0","99.97133","99.01080849","0","","","15.0438947733197","17.9549206384619","76350","17.3247703336333",""
"Armenia","ARM","2001","-10.8584290520969","-236938581.561192","3.14941040228035","68722356.6033491","15.1737765993498","331102509.131564","2.37832817142858","51896798.397047","0","0","5.254236036","0.167806258071184","3661650.92332574","0","0","-9.91954056317395","-216451372.431564","31.3829787234043","87.037037037037","470","1331","","866","0","33.5106382978723","","0.0189809301924208","","","-12.3196179534208","1880","630","0.280957151768713","0","-41.8831293847659","540","3.7037037037037","20","0","0.075540822","95.49284638","87.32608759","","","","","","2197","0.299938081961134",""
"Burundi","BDI","1963","","","","","","","","","","","","","","","","","","","","","","","10600","","","","","","","","","","","","","","","","","","","","","","","","","10600","",""
"Bulgaria","BGR","2006","0.203085177933117","68091904.8275067","3.57636664534944","1199110736.302","14.4897618830404","4858234840.94027","3.81","1277445060.4083","0.225172857690531","75497625.9303911","15.32407638","0.645744340982715","216509952.408132","0","0","0.840369021955798","281765159.059734","25.6772673733804","69.9386503067485","2280","3257","","7544","0.308633992700318","14.8409893992933","","0.302608671317697","","","-19.286147172339","8490","1260","1.09424133066156","0.114621735572849","-59.4605978351708","3260","10.4294478527607","340","0.0372799879601076","0","99.57463754","85.88945607","","","","","","10801","1.85738571821253",""
"Belarus","BLR","2011","14.7588953346185","8910799764.83112","3.16217953303951","1909190898.13375","17.8983660352755","10806280025.8429","4.51","2722948163.0054","1.00272625606562","605403906.197599","32.31216716","0","0","0","0","14.4138011237236","8702446406.15707","","","12560","16293","","1122","0","","","0.448221113396332","","","-11.3714688748661","15610","1150","0","0.0405856671640522","-32.0528088415897","13380","","230","1.25248495143498","0","97.27530465","95.99550979","","","","","","17415","1.74129173199537",""
"Barbados","BRB","1962","","","","","","","","","","","","","","","","","","","","","","","4713","","","","","","","","","","","","","","","","","","","","","","","","","4713","",""
"Botswana","BWA","1985","27.3452460683237","278921509.896902","1.0558693731007","10769867.6056271","11.4065919998443","116347238.398412","5.1","52020000","0.574776241871093","5862717.66708514","35.5","0.207712395291594","2118666.43197425","0","0","24.0836040785871","245652761.601588","90.3147020835233","91.2083794280878","2939.62509104","","","1500","0.786990980065545","5.92831639424194","","0.763761520968495","","","","4045.73","239.843674856764","0.334786318641715","0","","3222.977","0.697723442053729","22.487466061","0","","","","","","","","","1500","1.88553881967575",""
"Central Europe and the Baltics","CEB","1981","23.0080933109787","","2.94457003476372","","13.6807499271842","","3.8","","0.41038518350522","","36.42397572","0.180177263568209","","0","","22.7432257928158","","35.082491544876","53.129954998791","69128.3253273","92256","","868837","0.972696781970009","53.0805804133803","","0.548550717633109","","","","221434.55","117538.744375757","0.344712289143471","0.0153338472137435","","130111.7709","5.75149128581609","7483.36716513449","0.0777725241928778","","","","","","","","","961093","1.95906616015321",""
"Switzerland","CHE","1975","","","0.243253444523283","159106939.331231","18.2635750954556","11945818651.731","3.7","2420091837.463","0","0","","0","0","0","0","","","73.9193138772974","55.5415895556946","1483.5573466","25","","3875","0","9.74604590829","","0.0597989022106342","","","","5125.49","499.532608424813","0","0","","2671.0747","8.39357473042592","224.19865105","0","","","","","","","","","3900","0.0597989022106342",""
"Curacao","CUW","1978","","","","","","","5.01811787683945","","","0","","","0","","","","","","","0","","","","","","","","","","","","0","","","","","","0","","","","","","","","","","","",""
"Czech Republic","CZE","1980","","","","","","","4.2505054","","","280630826.048177","","","4334572.95865517","","","","","41.4693606723325","45.4500323505446","5204.538199","","","","","47.1040062787016","","","","","","19741.9","9299.22581553499","","","","11451.121","15.3944504240764","1762.837145346","","","","","","","","","","","",""
"Germany","DEU","1991","10.9897333431253","206148714970.348","0.635178181608465","11914862884.0661","16.0272333629379","300643651591.999","4.1","76909030000","0.07750920092229","1453940843.66059","23.62992095","0.0002590698478582","4859709.92707937","0","0","7.60267979550393","142613348408.001","38.244094488189","50.8687558175613","32790","74692","","235931","0.0837910714718509","31.2913385826772","","0.0258514498844048","","","-5.47339071402594","127000","39740","0.0004420144764947","0.016176319561268","-0.741021650909057","64460","9.82004343779088","6330","0.0087458373838252","","","","","","","","","310623","0.135006692777844",""
"Denmark","DNK","1997","14.2872426494524","24345318602.2404","0.598225427866891","1019370146.8309","16.7709481624344","28577527959.3065","7.7576253","13218915934.947","0.381349226561889","649815268.569193","24.28018753","0","0","0","0","7.50919200388116","12795588082.6935","75.5580357142857","77.1956856702619","5010","39697","","1826852","0","9.82142857142857","","0.0130795504835397","","","3.58038705668027","8960","880","0","0.0865053444983715","-8.95085387788069","6490","7.85824345146379","510","0.370711591571887","","","","","","","","","1866549","0.470296486553798",""
"East Asia & Pacific (excluding high income)","EAP","1966","","","","","","","","","","","","","","","","","","","","","1642315","","6755314","","","","","","","","","","","","","","","","","","","","","","","","","8397629","",""
"Early-demographic dividend","EAR","1967","","","","","","","","","","","","","","","","","","","","","345670","","17575364","","","","","","","","","","","","","","","","","","","","","","","","","17921034","",""
"Europe & Central Asia","ECS","1994","7.72174997314629","","1.0756065490741","","17.0596791959825","","4.82066950989674","","0.278227231545169","","21.335808289594","0.021212474113628","","0.0000023756290482","","4.2761290936115","","31.025352746079","67.6086915835376","361240","1515927","","17214412.6015625","0.022960599056198","48.6171229411434","","0.0734208741773463","","","-14.646608341924","1778900","864850","0.0436520744796495","0.126411959834534","-17.121970036343","534310","7.96167019146189","42540","0.309318740205952","","","","","","","","","18730339.6015625","0.575764247753679",""
"Ecuador","ECU","1992","11.7845267759264","2021018752.49082","1.74075891205449","298536078.004803","8.03754487387364","1378420128.6104","4.74750557142869","814186090.782402","5.94386872548401","1019359570.81336","22.76259567","0.0034019523473312","583426.863018531","0","0","14.7250507943835","2525311737.3896","59.5313489550348","93.3161953727506","3630","116694","","226817","0","3.48321722609246","","0.866172933053959","","","9.07965632736274","15790","550","0.0237152772493498","0.0059794353967842","10.3965296378246","3890","3.34190231362468","130","7.07417722350619","","","","","","","","","343511","7.97004486920629",""
"Egypt, Arab Rep.","EGY","2002","8.80896699027867","7508927962.57255","3.00677840882902","2563034064.74695","5.2019663906664","4434253293.75674","4.4111256","3760125835.50523","5.59823341979465","4772038709.33956","18.38729958","0.001951315638832","1663337.88972087","0.180528653189551","153885995.199727","13.1853331877307","11239424234.2433","32.1047331319235","72.84904688305","14140","376296","","425163","0.0002510786704876","25.6394763343404","","0.184484961714555","","","46.5480450776857","49650","12730","0.0217498737983161","0.65701511249157","-1.11761090751825","19410","2.16383307573416","420","6.50277593970505","1.540654993","98.05218056","91.91464817","","","","","","801459","7.36627696637998",""
"Georgia","GEO","1999","6.54241059408384","192800021.068007","2.61891481088322","77177490.3840787","14.1031572804676","415609656.669728","4.02669900000001","118663853.463517","0.0693665190093081","2044180.21982641","19.42873604","0.121585832439791","3583044.92187648","0","0","5.32557875641615","156940883.130272","17.3677069199457","70.414201183432","1190","83","","1413","0.0000738874415922","39.6200814111262","","0.140045161250576","","","-19.6374346355578","7370","2920","0.185894189891515","0.0104286469139531","-24.1351857517783","1690","1.18343195266272","20","0.165439519210614","","","","","","","","","1496","0.501881404708249",""
"Greece","GRC","2012","-8.96900614856838","-21891460517.3642","1.01857957897125","2486138850.55725","18.2149931954551","44458973241.5349","3.1","7566449000","0.0624637831830345","152460977.355319","7.254076505","0.027039606404797","65998000.9167644","0","0","-10.9609231800093","-26753311688.5349","","","3720","110973.46875","","61044.19921875","0.12386561960001","","","0.0105949597522145","","","6.72887492840415","10370","1730","0.0831193244332179","0.0003565347824187","-42.0917742778069","4990","","480","0.0149594921110724","0.059691114","99.96634948","98.76076873","","","","","","172017.671875","0.232895930678933",""
"Greece","GRC","1993","","","","1061863932.71617","","13952992088.245","2.4","","","24694304.1459188","","","12318696.3866467","","0","","","42.5255338904364","68.6502177068215","4730","32578","","159100.5","0.0035729457102861","13.8347260909935","","0.0194291373554847","","","-2.40664147196368","10770","1490","0.0393636998197729","0.0012107757838607","-12.3647155786517","6890","12.3367198838897","850","0.02491531124948","","","","","","","","","191678.5","0.0884918699188843",""
"High income","HIC","1994","7.40179241089276","","0.763016448927299","","16.5720236809264","","4.76894988263017","","0.327482024031674","","20.3263248147499","0.0308993848597982","","0.0000607477421668","","3.75430113382353","","37.5191556409316","63.3781983105341","518440","4854449.96002197","","38776449.6796875","0.0272454398750876","33.9891217543329","","0.0738655526301667","","","-5.86810631197221","1853240","629900","0.0510466074137603","0.115948735178434","-1.65471691562137","818010","14.225987457366","116370","0.468953774610115","","","","","","","","","43630899.5771484","0.737060109707564",""
"Croatia","HRV","2011","4.34840922371572","2630668434.32664","0.981071246902049","593521223.111871","16.6481410991696","10071669207.4298","4.19","2534835194.3771","0.932325558005514","564031416.956956","18.71995245","0.0000053185083287","3217.5518122207","0","0","2.07181134713161","1253389097.57018","","","1560","12846","","71396.0625","0","","","0.285213965309478","","","15.684937909992","3790","650","0.0001458087812701","0.550533375323741","-38.7639197604161","2650","","220","0.54753455808131","0","","96.39061679","","","","","","84242.0625","1.3834277074958",""
"IBRD only","IBD","2006","15.8440545178799","","3.29009452431428","","12.0448500188825","","3.36282655473787","","4.26486523696363","","32.8166090208462","0.692109320537019","","0.0434619570066447","","20.7717590019636","","43.1832369491143","81.8464483852485","1171370","54650235.3498047","","57919443.9436035","0.749641845385764","39.7450514579016","","0.302603642836309","","","20.0319982010009","4613480","1833630","1.16025590696754","0.779855218123626","14.4902910478755","1431180","7.241576880616","103640","6.0174435642759","18.8941462641015","87.1603427539808","61.8061300923666","","","","","","112569677.293396","9.00980017758913",""
"Indonesia","IDN","2000","13.6055232296225","20963118081.7377","3.17416339088456","4890687469.40712","5.38199252029372","8292466435.41815","1.52709709999996","2352920669.73794","6.76792335633852","10427880948.9793","28.15390971","0.751356359243797","1157674851.19566","0","0","22.7718692360894","35086440681.5818","26.2224710712953","89.5731707317073","58760","993727","","4168921.5","0.144249769757666","13.6058230683091","","0.81088827260997","","","-19.6184010854201","321480","43740","0.990476054071161","1.43397802716707","-5.59112867673126","65600","7.21036585365854","4730","6.4656354167701","32.58250209","75.31566473","38.04210289","","7.306387648","3.697150738","","","5162648.5","9.84522754037596","3.60923691"
"Iraq","IRQ","2013","8.95795926249392","20961624674.2358","2.28694134131323","5351442738.67296","12.2745611235238","28722473029.0456","4.6","10764000000","9.11456145613627","21328073807.3589","28.1","0.0001648507208308","385750.686744125","0","0","15.7596269106643","36877526970.9544","","","4030","14060","","56853","0","","","0.0036083435489132","","","","15740","1790","0.0077681376799691","0.295472731930196","","5550","","1140","44.5533938722573","0.895616038","92.4602813","89.09794589","","","","","","70913","44.8602430854164",""
"Italy","ITA","1974","16.2867868411152","32528296414.8121","0.683135424411103","1364371732.34234","12.2764013449896","24518674294.2401","3.6","7189992000","0.0516314850793827","103119434.630245","25.71474408","0.0167672099093851","33487806.9752221","0","0","13.4383209605151","26839283388.7599","48.3478874392613","41.4689725219735","12973.26533","41786","","426700","0.0002119896607747","13.5755163960468","","0.0261200482625184","","","","40895.8","5551.81603429452","0.0291707682008057","0.0533994068763245","","31284.27","5.33545794395394","1669.159068923","0.0220580251512386","","","","","","","","","468486","0.130960238151662",""
"Jamaica","JAM","1983","0.276677430659195","9194705.98295361","1.61430141427253","53647407.5125609","15.2315204830652","506182785.424337","7.1075686","236202871.246019","0","0","11.00508963","0.990158906305673","32905539.1261673","0","0","-4.2264308487626","-140455218.624337","54.6138773600911","62.9060260891925","280.599941","148","","8813","0","7.24823527731649","","0.152361255441509","","","","942.351","68.3038176181447","6.31655797464268","0","","446.0621","8.82310490579675","39.356527028","0","","","","","","","","","8961","6.46891923008419",""
"Jamaica","JAM","1969","","","","","","","","","","","","","","","","","","","","0","0","","8500","","","","","","","","","0","","","","","","0","","","","","","","","","","8500","",""
"Japan","JPN","2014","3.71554195602537","186520206192.474","0.808887693390004","40606162208.1782","22.2806463546647","1118488447004.17","2.98712007333705","149953427681.52","0.0064755111340061","325070658.927105","23.8","0.0012657692783264","63541617.7719832","0","0","1.54505085649066","77561552995.8311","","","7610","1021848.5625","","3734200.5","0.0006170517787282","","","0.0156096795018834","","","","22580","2260","0.0017063260830083","0.0059076704067734","","18790","","7940","0.0021731575253498","0","98.88377874","99.94703554","","","","","","4756049","0.0260138852957432",""
"Japan","JPN","1991","","","0.389840806821065","14073253126.2405","20.123603199437","726462075499.675","4.0822806","147370329660","0.0022645915609046","81751755.348657","","0.0008868706027097","32016028.7578201","0","0","","","51.0489510489511","34.6445326596896","9600","1359269.625","","8716800","0.0010161807618563","15.6535771920387","","0.0221402484074081","","","-2.39611577964519","37180","5820","0.0020591469282795","0.0010888740056402","-0.30630056057197","27710","30.0613496932515","8330","0.0016047565984555","","","","","","","","","10076070","0.0279092067016396",""
"Kenya","KEN","1999","5.38868119077701","685610039.638023","1.41998605859654","180666969.050999","15.4717376937664","1968492534.24894","5.13","652697641.3752","0","0","18.7","0.0071227167585269","906234.001651874","1.54853043811374","197021864.435584","3.23432040424581","411507465.751058","70.2232142857143","90.1794145420208","9550","300","","209277.390625","0","27.8125","","3.25915160941698","","","13.7972771509966","22400","6230","0.0095555945344807","0","5.61768869184338","10590","6.70443814919736","710","0","","","","","","","","","209577.390625","3.26870720395146",""
"Korea, Rep.","KOR","2019","17.7729958995813","295218348389.994","1.61232289642405","26781489471.0516","19.7075536306253","327352319581.502","4.63873508046876","77051709054.1264","0.0014918842199631","24780942.8356969","34.4929205","0.0372517786185054","618770668.742683","0","0","14.785327378375","245591680418.498","","","","","","","0.0009376391030087","","","0.0147966584078896","","","","","","0.0815059974484977","0.0016693249449595","","","","","0.0003780686486935","0","99.8396666","99.94226257","","","","","","","0.099287688553049",""
"Kuwait","KWT","1971","","","2.46055026385937","77098630.4503214","7.09554178408163","222330980.956133","3.8","119068811.564","20.3830715456255","638681080.253056","","0","0","0.0005033031187937","15770.4484766354","","","0.138360749504181","2.57452515947484","18.02395457109","0","","5700","0","99.099454164904","","0.0004485950343091","","","","23068.7","22860.9557829392","0","0.0191987270618677","","700.0885","23.9142199393362","167.42070366","40.4861049323838","","","","","","","","","5700","40.50575225448",""
"Liechtenstein","LIE","1983","","","","","12.211821708278","62901167.3998548","2.3494108165292","12101444.5339762","","","","0","0","","","","","","","0","","","0","","","","0","","","","","0","0","","","","","0","","","","","","","","","","0","0",""
"Sri Lanka","LKA","2003","17.6118955947427","3295265587.14962","1.24257296630576","232491040.692522","5.11035802086163","956171176.099082","2.20909090909092","413330933.768729","0","0","21.85443724","0","0","0.0987015602764481","18467509.8275078","16.744079212234","3132893203.90092","48.661800486618","72.4696356275304","1790","3462","","319759.1875","0","20.5596107055961","","0.196684504990767","","","-12.4021851469068","8220","1690","0","0","13.9032778682228","2470","13.3603238866397","330","0","4.486584121","81.94948944","79.42517618","","","","","","323221.1875","0.196684504990767",""
"Low & middle income","LMY","2012","17.0497618353851","","2.51096207428458","","13.6861561628158","","3.26849664393307","","3.38817136825831","","33.9623922879834","0.483083835463202","","0.112753655709462","","20.2762361251676","","","","1672890","80547155.3731189","","64795805.3743896","0.905301363768567","","","0.422251418526543","","","38.6138388573366","6204340","2502780","0.894306788464473","0.75405255136439","27.8673077089633","2119190","","169630","4.54247024051705","14.9155870716996","84.500078705475","63.3469022144082","","","","","","145342963.020477","7.51838236264102",""
"Monaco","MCO","1998","","","","","","417260193.529565","1.10180742952768","","","","","","0","","","","","","","","","","3","","","","0","","","","","","0","","","","","","","","","","","","","","","3","0",""
"Middle income","MIC","1969","","","","","","","","","","","","","","","","","","","","0","2091590","","24172168","","","","","","","","","0","","","","","","0","","","","","","","","","","26263758","",""
"Mali","MLI","2015","6.76178698990165","866119474.251889","0.859952156110346","110151548.761358","6.1234589847013","784355834.39011","3.74060203087051","479134919.393584","0","0","15.78788551","2.86573519338629","367072944.289387","2.91755421684516","373710459.700841","9.66442652537294","1237919507.60989","","","11710","2400","","92480","0","","","3.72746707535967","","","","20250","1790","3.66147113893076","0","","12260","","400","0","8.545702303","74.39951222","37.14408722","","","","","","94880","7.38893821429043",""
"Mozambique","MOZ","1968","","","","","","","","","","","","","","","","","","","","","","","17700","","","","","","","","","","","","","","","","","","","","","","","","","17700","",""
"Norway","NOR","1994","11.3612095491715","14206056420.2841","0.397152048016518","496598920.839854","18.0734088410987","22598990414.9098","7.6","9503040000","4.04905248595895","5062935228.44307","26.28834095","0.0075387624145901","9426468.52320348","0","0","8.21495284556157","10271977038.0902","46.1663947797716","58.719646799117","2660","218486","","2569570","0.0001482018106744","19.5758564437194","","0.0827979635435768","","","10.6596988087211","6130","1200","0.0170976247634328","0.313692794383238","0.504201680672267","4530","3.97350993377483","180","4.57969141327214","","","","","","","","","2788056","4.99342799777307",""
"Nauru","NRU","1981","","","","898903.871737867","","","","","","0","","","0","","","","","11.2537692381092","90.2199329798203","0.12152062","0","","140","","0","","","","","","1.45452","0","","","","0.13469376","0","0","","","","","","","","","","140","",""
"New Zealand","NZL","1966","","","","","","","","","","","","","","","","","","","","","2300","","54118","","","","","","","","","","","","","","","","","","","","","","","","","56418","",""
"Oman","OMN","2013","-11.7346795525458","-8838592686.0353","2.66164974370841","2004761855.84677","12.0025053772051","9040319828.59295","4.57826162493161","3448359158.99364","36.0488374856314","27152082842.4713","34.4303384","0.0286975063806331","21615040.1779218","0.0015894644174933","1197188.94003556","22.4278330226605","16892705082.407","","","620","353","","206169","0","","","0.0015552395943031","","","","4980","3160","0.0561014483288398","3.88371325265585","","720","","30","41.0415971653916","0.190686599","89.29447923","98.48641657","","","","","","206522","44.9829671059706",""
