"Country Name","Country Code","Year","average_value_Access to electricity, rural (% of rural population)","average_value_Agricultural irrigated land (% of total agricultural land)","average_value_Agricultural land (% of land area)","average_value_Agricultural land (sq. km)","average_value_Agricultural machinery, tractors","average_value_Agricultural machinery, tractors per 100 sq. km of arable land","average_value_Agricultural methane emissions (% of total)","average_value_Agricultural methane emissions (thousand metric tons of CO2 equivalent)","average_value_Agricultural nitrous oxide emissions (% of total)","average_value_Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent)","average_value_Agricultural raw materials exports (% of merchandise exports)","average_value_Agricultural raw materials imports (% of merchandise imports)","average_value_Agriculture, forestry, and fishing, value added (% of GDP)","average_value_Agriculture, forestry, and fishing, value added (current US$)","average_value_Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)","average_value_Arable land (% of land area)","average_value_Arable land (hectares per person)","average_value_Arable land (hectares)","average_value_Average precipitation in depth (mm per year)","average_value_Cereal production (metric tons)","average_value_Cereal yield (kg per hectare)","average_value_Crop production index (2014-2016 = 100)","average_value_Employment in agriculture (% of total employment) (modeled ILO estimate)","average_value_Employment in agriculture, female (% of female employment) (modeled ILO estimate)","average_value_Employment in agriculture, male (% of male employment) (modeled ILO estimate)","average_value_Fertilizer consumption (% of fertilizer production)","average_value_Fertilizer consumption (kilograms per hectare of arable land)","average_value_Food production index (2014-2016 = 100)","average_value_Forest area (% of land area)","average_value_Forest area (sq. km)","average_value_Land area (sq. km)","average_value_Land under cereal production (hectares)","average_value_Livestock production index (2014-2016 = 100)","average_value_Permanent cropland (% of land area)","average_value_Rural land area (sq. km)","average_value_Rural land area where elevation is below 5 meters (% of total land area)","average_value_Rural land area where elevation is below 5 meters (sq. km)","average_value_Rural population","average_value_Rural population (% of total population)","average_value_Rural population growth (annual %)","average_value_Rural population living in areas where elevation is below 5 meters (% of total population)","average_value_Surface area (sq. km)"
"Central African Republic","CAF","1980","","","7.93765449934187","49450","","","78.1841570286899","30172.6735121979","77.3435234845629","36258.9299806","42.6335485441107","0.906472046153236","","","","3.00170149924556","0.850247731270793","1870000","","99862","521","70.43","","","","","0.777540106951872","41.67","","","622980","191665","22.19","0.120389097563325","","","","1454348","66.126","2.20483102150066","","622980"
"Channel Islands","CHI","2009","100","3.29545454545454","44.4444444444444","88","","","","","","","","","","","","20.7070707070707","0.0259186911693123","4100","","","","","3.57999992370605","2.49000000953674","4.42000007629395","","","","5.05555555555556","10.01","198","","","","","","","109162","69.008","1.0192660646878","","198"
"China","CHN","1960","","","","","","","","","","","","","23.1752941976736","13839467056.6252","","","","","","","","","","","","","","","","","","","","","","","","558984648","83.797","","",""
"Comoros","COM","1998","25.0082204275858","","69.8549167114455","1300","","","89.4736842105263","170","100","50","","0.79356086326581","29.3758434753934","108721987.222313","","34.9274583557227","0.126120042997233","65000","","21456","1279","81.85","58.7900009155273","67.6399993896484","53.4500007629395","","","83.17","22.8672756582483","425.56","1861","16775","90.01","26.8672756582483","","","","370209","71.832","2.7025231168471","","1861"
"Comoros","COM","1993","","","61.794734013971","1150","","","88.8888888888889","160","100","40","","","29.3758480325644","133037764.488088","","34.9274583557227","0.144679146170454","65000","","20610","1290.9","73.88","59.1199989318848","68.4400024414063","53.6800003051758","","","76.13","24.0440623320795","447.46","1861","15965","88.03","18.8070929607738","","","","321722","71.61","2.95698677567925","","1861"
"Caribbean small states","CSS","2006","86.0866834298679","","4.8964702976411","19823.36","","","21.5811965811966","2020","77.2727272727273","1700","0.541248938565739","1.25327619465871","4.36940529365507","2369118154.48722","","1.8062986291219","0.107729354304475","","","720073","4121.63745778622","0.144250750113508","12.9349546824682","5.61361117947662","18.0302053597753","2.66045763633482","63.415415471183","0.143903009511446","90.6537038409287","367011.52","404850","174706","0.135605558086817","0.575595899715944","","","","3365791","49.5835039146321","0.659892586892582","","434990"
"Czech Republic","CZE","2005","100","0.39906103286385","55.1384933989128","42600","87039","271.234029292615","22.7758007117438","3200","58.4795321637427","3000","1.43977409576935","1.53104650423658","2.28463529199072","3133228146.62693","","41.535076365519","0.314262277871705","3209000","","7677321","4741.6","89.72","3.98000001907349","2.8199999332428","4.8600001335144","153.187360195785","89.5550015581178","99.56","34.2652731038053","26473.35","77260","1619151","113.38","0.996634739839503","","","","2695557","26.398","0.400048708814011","","78870"
"Czech Republic","CZE","2013","100","0.511218403862539","45.5969955969956","35210","","","","2920","","3560","1.51312605641813","1.46087609613729","2.36477116624437","5005880424.27624","","32.3879823879824","0.237867158087598","2501000","","7516944","5309.3","91.06","3.02999997138977","2.0699999332428","3.76999998092651","248.393880221907","161.483006797281","91.64","34.4986531986532","26639.86","77220","1415798","92.39","0.595700595700596","","","","2808362","26.71","-0.314421842774336","","78870"
"Djibouti","DJI","1963","","","56.1259706643658","13010","4","40","","","","","","","","","","0.0431406384814495","0.0099385795782067","1000","","","","2.08","","","","","","25.36","","","23180","","33.35","","","","","46499","46.213","4.09349065484633","","23200"
"Djibouti","DJI","1989","","","56.1259706643658","13010","8","80","70.576297008963","280.771565101847","85.1905964008809","152.888794666278","","","","","","0.0431406384814495","0.0017735055998439","1000","","4","1333.3","44.97","","","","","","136.99","","","23180","3","168.53","","","","","136718","24.247","5.54062326230066","","23200"
"Dominica","DMA","1972","","","25.3333333333333","190","","","34.5346015529467","6.23211419624475","87.5924405405343","11.781075514","","","","","","9.33333333333333","0.0975868174150646","7000","2083","170","1259.3","90.26","","","","","","81.6","","","750","135","30.72","13.3333333333333","","","","42849","59.736","-1.09551983436108","","750"
"Dominican Republic","DOM","1974","","","50.1966466570068","24250","2030","22.9378531073446","70.3375357952307","3251.52843597403","80.9684176877554","1209.220162","0.103321178027568","3.34384852979391","22.1519636326349","648100000","","18.3191885737942","0.17649920116661","885000","","325141","3208.7","59.58","","","","","110.820338983051","44.1","","","48310","101332","27.35","7.03788035603395","","","","2776556","55.374","0.656014675782196","","48670"
"Dominican Republic","DOM","2018","95.9013838831362","12.2716961712639","50.2794452494308","24290","","","","6220","","3000","0.56088099458273","1.33597938785475","5.14778281886673","4404205051.50475","","18.1535913889464","0.0825245006961887","877000","","672937","3067.4","113.15","9.32999992370605","1.51999998092651","14.289999961853","","196.558289623717","108.92","44.0471951976816","21279.2","48310","219382","102.15","7.34837507762368","","","","2011294","18.926","-3.04601869531677","","48670"
"Dominican Republic","DOM","1964","","","46.2637135168702","22350","1830","24.4","","","","","","","","","","15.5247360794866","0.199620826893344","750000","","192256","1990.2","46.97","","","","","13.3333333333333","32.51","","","48310","96600","16.82","5.89939971020493","","","","2477973","65.954","1.72305104493386","","48670"
"Early-demographic dividend","EAR","1981","","","36.2612856013372","11679986","1890045","50.232605978973","61.3687215378094","984753.897111856","68.6399718230923","374118.313702703","4.14959367775591","2.45433515272503","17.7873195024816","208653531529.387","","12.2553543903823","0.245589517210565","","","400067639","1720.75306690633","0.0728627604652985","","","","133.581656544917","42.4033588872366","0.075173696878063","","","33245913","232495950","0.0696779708574073","1.12481752589045","","","","1122937991","68.8795020766381","1.81827117229591","","34259640"
"Europe & Central Asia","ECS","1984","","","","2405970","","","36.0075380285721","577697.59218375","53.4891731232128","443519.291599673","2.58456680479846","3.92029096803787","","","","","","","","301579814","3938.15626235776","","","","","","","","","","27391025.027","76578913","","","","","","274366656","33.8300259956429","-0.226294192050048","","28395785.027"
"Euro area","EMU","2018","100","","42.8155692595216","1148507.299","","","","175410","","126430","1.34858487385789","1.43431179987414","1.56244225168242","206075609262.399","","23.5666992779558","0.184854974398426","","","170582565","5514.53925014418","","3.0292862893608","1.90645589891499","3.983080017012","80.4948453013832","168.199555474324","","38.525193198772","1033420","2682452.479","30933280","","3.97842425300985","","","","78678852","23.0069139546163","-0.737274933500061","","2760428.889"
"Estonia","EST","1992","100","","32.41330502477","13740","50762","455.264573991031","78.9473684210526","1800","92.156862745098","1410","","","","","","26.3033734371314","0.727288856304029","1115000","626","598084","1403.8","81.12","18.0900001525879","13.210000038147","22.5","175.263182447247","101.085201793722","114.08","52.1938664779429","22124.98","42390","426051","141.7","0.283085633404105","","","","446743","29.14","-1.18380654523819","","45230"
"Faroe Islands","FRO","1982","","","2.14899713467049","30","","","42.1340169089056","12.9263371815001","93.0844952451087","5.44669309661","3.39729799923954","2.01905393411034","","","","2.14899713467049","0.0680256683521916","3000","","","","83.98","","","","","","85.6","","","1396","","85.81","","","","","30422","68.983","0.97774446089277","","1396"
"Faroe Islands","FRO","2007","100","","2.14899713467049","30","","","","","","","3.88429033069416","2.28316437197652","12.7225912022331","291364329.408307","","2.14899713467049","0.0627286983795086","3000","","","","90.45","","","","","","93.62","0.0573065902578797","0.8","1396","","94.04","","","","","28532","59.659","-0.259022161691661","","1396"
"Gabon","GAB","2001","21.5558399842478","","8.0415221019133","20720.59","","","13.7931034482759","120","79.3103448275862","230","11.1325448561731","0.619483854093815","6.14393258219291","308626037.46571","","1.26130321729344","0.2583449389829","325000","","26168","1541.5","76.93","39.5699996948242","58.4599990844727","28.0400009155273","","0.923076923076923","81.2","91.9584778980867","236949.41","257670","16976","84.06","0.659758605968875","","","","256218","20.367","-1.2504526274926","","267670"
"Gabon","GAB","2011","43.2695936829728","","8.26433810688089","21294.72","","","","230","","350","","","3.43228977977158","625030566.032451","","1.26130321729344","0.192920815206197","325000","","42405","1596.1","95.66","34.5099983215332","52.6100006103516","24.3899993896484","","5.64923076923077","95.55","91.7356618931191","236375.28","257670","26568","92.69","0.659758605968875","","","","234298","13.908","-0.284275746940999","","267670"
"United Kingdom","GBR","2010","100","0.385508592661403","71.1941470673335","172240","","","","27610","","23090","0.676585005338554","1.14877937088093","0.607212705639444","15068466054.8911","","24.6765593353449","0.095114636636995","5970000","","20946145","6953","95.23","1.22000002861023","0.610000014305115","1.75","209.379509379509","243.048576214405","94.4","12.6441532674741","30590","241930","3012536","94.05","0.190137643119911","183648.9219","3.043148689","7375","11736055","18.698","-0.6550637943101","1.110320459","243610"
"Guinea","GIN","1997","","","56.1614846166368","138000","4241","16.964","65.4471544715447","4830","89.041095890411","2600","0.530387857613731","1.18214036986627","20.1173641889713","761180801.68863","63.86709861","10.1741819957675","0.326282541626148","2500000","1651","1493690","1463.2","52.44","72.2900009155273","76.6500015258789","67.2699966430664","","0.7184","49.97","28.6224157577731","70331","245720","1020807","39.33","2.44180367898421","","","","5359465","69.948","2.21965350367055","","245860"
"Guinea","GIN","2007","2.93444119170768","","57.7079602799935","141800","","","72.0864661654135","7670","92.5053533190578","4320","1.36304348774495","0.39532319358478","16.819709229747","1056600283.77324","51.03676599","11.3950838352596","0.29417453522262","2800000","1651","2601213","1514","75.26","68.2799987792969","71.6600036621094","64.2300033569336","","1.21357142857143","72.8","27.1732052742959","66770","245720","1718070","62.8","2.76737750284877","","","","6394109","67.178","1.81856363623228","","245860"
"Equatorial Guinea","GNQ","1967","","","11.729055258467","3290","","","","","","","","","","","","4.45632798573975","0.42839615334526","125000","2156","","","109.02","","","","","","95.45","","","28050","","44.49","3.5650623885918","","","","213932","73.318","2.7562590960601","","28050"
"Greece","GRC","1985","","","71.2490302560124","91840","183410","634.636678200692","53.5290630583791","3753.6987824373","54.8349894649505","4671.232086","3.0065143239325","4.29967809752614","","","","22.4204809930178","0.290911287156619","2890000","","4491643","3015.6","106.36","","","","110.062015503876","245.640138408304","104.31","","","128900","1489490","107.81","8.06051202482545","","","","2928830","29.482","-0.257484485104378","","131960"
"Greenland","GRL","1965","","","0.687737781679836","2350","46","","","","","","","","","","","","","","","","","","","","","","","74.75","","","341700","","77.02","","","","","13308","33.95","-0.202679947774731","","341700"
"Haiti","HTI","1997","10.9390037410847","","61.3207547169811","16900","136","1.51111111111111","70.7446808510638","2660","88","1100","0.233769939060084","","20.8146613339259","694988809.615075","89.79426924","32.656023222061","0.112069638579151","900000","1440","490000","1004.1","58.63","38.7099990844727","23.2099990844727","51.7200012207031","","","60.21","13.8363933236575","3813.31","27560","488000","69.42","10.8853410740203","","","","5316980","66.208","0.911726499644136","","27750"
"IBRD only","IBD","2016","92.6338577958084","","36.7645719725572","26128940.454","","","","2019660","","1294310","1.56079606945059","2.17399459622329","7.68617580113567","2113228637854.1","","10.9900338966732","0.166440111742024","","","1754603762","4002.34502818821","","28.5942498470769","25.705050973586","30.2987806843393","94.5258826909492","171.506004034667","","34.0179434398629","24176884.724","71070976.9","438393415","","1.60984701478052","","","","2168754417","46.2142820967871","-0.395413672337298","","73014458.5"
"IDA only","IDX","1981","","","35.5980434632032","6290610","100343","10.4367350228558","67.7662772387715","390476.755186022","65.1246453686167","221171.782030925","","","","","","6.87078643355961","0.298198393445625","","","79874309","1384.09040189833","2.15890962102593","","","","205.898054525914","","3.42843072997042","","","20596224.271","57708724","6.70982907452969","0.780879739420414","","","","350755882","80.3671494691842","1.97677952514348","","18692108"
"Iraq","IRQ","1984","","","21.6064201934289","94500","36005","68.5809523809524","18.761895264306","3167.1392538817","75.1938122934228","2729.307549","","","13.3455662536338","6264193548.3871","","12.0035667741272","0.345613109756981","5250000","","1100160","1015.9","86.18","","","","66.1538461538461","29.4857142857143","93.51","","","437370","1082953","121.17","0.457278734252464","","","","4840875","31.868","0.497218799965402","","438320"
"Israel","ISR","1989","","","26.5711645101664","5750","28400","840.236686390532","39.5809180936294","737.934762662197","45.3381961545062","728.8573401","2.67442455155338","2.2994218091188","","","","15.6192236598891","0.0748118636564852","338000","","318800","2776.5","78.99","","","","6.41704325371207","294.082840236686","58.85","","","21640","114820","44.6","4.11275415896488","","","","440279","9.745","0.624734322042132","","22070"
"Jordan","JOR","2015","99.6937755240039","9.79835274069866","11.8979499887362","10563","","","","560","","680","0.29423365130875","1.17610190415508","4.39226865861151","1694845492.95775","","2.56701959900879","0.0245937737715982","227900","","95320","1518.7","105.99","2.88000011444092","0.939999997615814","3.24000000953674","2.24435043971947","176.928477402369","102.91","1.09822031989187","975","88780","62765","97.68","0.973192160396486","","","","902935","9.744","1.23167317110546","","89320"
"Japan","JPN","2012","100","34.7109254781271","12.480109739369","45490","","","","15100","","7130","0.789161256649563","1.6786844478235","1.14179569465804","70828020349.8558","66.82627379","11.6488340192044","0.0332683010914447","4246000","1668","11729481","6134.3","102.58","3.86999988555908","3.53999996185303","4.09999990463257","125.998357482818","247.150259067358","97.1","68.4696844993141","249572","364500","1912101","93.12","0.831275720164609","","","","11297719","8.852","-1.0482042206653","","377960"
"Japan","JPN","2013","100","35.1917144116351","12.4499314128944","45380","","","","15110","","7490","0.864252634125762","1.70976415561398","1.10418708697322","56928761976.2181","","11.6268861454047","0.0332535603593707","4238000","","11786625","6105.4","102.09","3.75","3.39000010490417","4.01000022888184","129.699219903226","244.643699858424","101.33","68.4576131687243","249528","364500","1930515","100.8","0.823045267489712","","","","11182024","8.774","-1.02933580263505","","377962"
"Kuwait","KWT","1979","","","7.57575757575758","1350","29","290","0.623461757005578","82.5488304745665","6.68864260768461","57.4235552407","0.13746314101722","1.2738836825107","","","","0.0561167227833895","0.0007715590971833","1000","","225","3125","5.73","","","","0.214913708889613","660","15.26","","","17820","72","23.12","","","","","78698","6.072","-8.50483682507368","","17820"
"Kuwait","KWT","2000","100","","8.30527497194164","1480","89","89","3.61757105943152","140","54.2857142857143","190","0.0138825821906457","0.389546395514177","0.355219830082193","133963494.132986","","0.561167227833894","0.0048896814519224","10000","","7996","5611.2","37.26","2.40000009536743","0.0500000007450581","3.17000007629395","0.218679924209502","62.9","39.03","0.272166105499439","48.5","17820","1425","40.56","0.112233445566779","13422.94238","6.792375855","1179.512451","20451","1","-8.25108568575781","14.19443427","17820"
"Lebanon","LBN","1974","","","62.5610948191593","6400","3000","126.582278481013","24.4600104513119","142.605040732507","65.7860668336068","236.1792164","","","","","","23.1671554252199","0.0934258183234441","237000","","92444","1416.5","60.31","","","","32.8526645768025","176.877637130802","55.98","","","10230","65261","45.1","10.0684261974585","","","","874172","34.46","-1.98660578587776","","10450"
"St. Lucia","LCA","1996","","","28.5245901639344","174","146","768.421052631579","3.57142857142857","20","87.5","70","0.137735094447246","1.88306743464114","","","","3.11475409836066","0.0127656429516854","1900","","","","545.51","25.2099990844727","18.1800003051758","29.8199996948242","","6839.47368421053","314.45","34.6131147540984","211.14","610","","52.99","22.6229508196721","","","","106322","71.435","1.60992545453352","","620"
"Low income","LIC","2004","14.1672767143315","","36.5970373358454","4564142.54","","","62.63743846897","272310","84.5857064119052","184160","7.91097693105623","1.93706853105526","27.0637202003759","41685301004.8258","","7.42066032065377","0.233330977725839","","","49181817","1091.49634617181","8.27368806482772","68.7135742095459","74.3114886901561","64.3507459258848","229.704903558816","9.84766060545292","13.8481818854779","24.6733789323053","3077102.044","14952697.599","45058851","23.4288110732431","0.683727413479847","","","","311454630","71.7545484833774","2.57488477729795","","12745698.641"
"Low income","LIC","1970","","","36.753195512631","4536480","52108","6.94683306139848","58.7145833194362","197287.146783033","65.1037337985074","165049.62875401","","","","","","6.06525594482419","0.467702264252092","","","26995404","915.721822508183","3.80868240285815","","","","752.438005015325","1.79553558273169","4.19786999065408","","","14925443.271","29479714","5.78781245661397","0.435871406592677","","","","144459799","82.4757375247566","1.92472905436318","","12831330"
"Low & middle income","LMY","1982","","","37.9689450147666","26582333.3","3992044","59.2768045942131","53.2106270203289","2387403.28680264","62.6126956776357","1123553.74076864","","","22.9775868065214","468868143498.178","","10.1979953234002","0.214329354473935","","","854289925","2085.79818401439","0.247779492888243","","","","128.726665385039","60.2365752876401","0.353337298710534","","","94094481.271","409574556","0.55474812029474","1.12321386988079","","","","2481981383","68.4140446456493","1.30160018864997","","94176838"
"Lesotho","LSO","2014","15.6484022411836","","74.9769433465086","22763","","","","820","","530","3.09345690403917","2.1262156529024","3.96071453643671","96683147.972394","","8.96903820816864","0.133255164799887","272300","","108484","637.2","113.3","47.4599990844727","44.1699981689453","49.8800010681152","","","104.16","1.13702239789196","345.2","30360","170240","100.74","0.131752305665349","","","","1501893","73.498","0.188673328310968","","30360"
"Late-demographic dividend","LTE","1974","","","","9374353.7","1356916.04","66.322127393579","56.4069003305466","1127896.4917805","63.8938275614029","378623.251665605","","","26.9044128893334","135958823136.682","","","0.161041496775057","","","348588502","2215.64101633112","0.0537613281132374","","","","135.806286644517","","0.0503996353627841","","","44583925","157332268","0.0345697184035263","1.00655617564694","","","","1019271124","69.9340014139776","1.54041937174043","","45821992.9"
"St. Martin (French part)","MAF","1962","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.4","","","","","","","","","","","54.4"
"St. Martin (French part)","MAF","1964","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.4","","","","","","","","","","","54.4"
"Moldova","MDA","1968","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32870","","","","","","","1658311","69.74","0.12556793072896","","33760"
"Moldova","MDA","1985","","","","","","","77.6981350187752","2122.44110524037","82.1235541966884","1550.420763","","","","","","","","","","","","","","","","","","","","","32870","","","","","","","1600964","55.824","-0.402383924210929","","33760"
"Middle income","MIC","2008","72.6086451802269","","37.0060090681512","29268139.5361221","","","44.1221198285034","2376210","79.6025255112318","1383070","1.59676604039671","2.20549402698783","9.38643304357179","1532944465042.65","","11.4339571581588","0.17721253074907","","","1637341190","3326.1921188557","0.196127760670552","39.2969989489214","38.8517530460003","39.568742681091","102.378783607867","128.292577503428","0.217831277913143","34.3874135447957","27197086.1830008","79101122","492256727","0.207586486038319","1.60274642829366","","","","2752546259","53.939748154847","0.0221477109171815","","81310045"
"North Macedonia","MKD","2012","100","","50.2379064234734","12670","","","","870","","430","0.637834448666988","0.886791111230391","9.10471970396591","887098121.085595","79.29902708","16.4155432196669","0.199587807788263","414000","619","459788","2839.3","89.33","17.3099994659424","17.5799999237061","17.1299991607666","","57.5944444444444","90.6","38.6208564631245","9740.18","25220","161938","98.63","1.4274385408406","","","","889345","42.875","0.0094455995383428","","25710"
"North Macedonia","MKD","1989","","","","","","","65.5393662765917","1067.28891800441","76.6482523941659","614.8242989","","","","","","","","","","","","","","","","","","","","","25430","","","","","","","851203","42.627","-0.907869727561863","","25710"
"Mali","MLI","1964","","","25.9902146387038","317130","200","1.20992135511192","","","","","9.42652315057218","3.07528458120229","","","","1.35470705381949","0.300340676811265","1653000","","947700","748.6","11.17","","","","","0.181488203266788","15.6","","","1220190","1265985","23.96","0.0491726698301084","","","","4827559","87.714","0.775710222154658","","1240190"
"Malta","MLT","2018","100","33.718689788054","32.4375","103.8","","","","60","","30","0.0945190562921562","0.23988668200244","0.748043810278397","111194565.438564","","28.34375","0.0187153085859315","9070","","14394","4917.4","93.53","1","0.439999997615814","1.37999999523163","","167.846747519294","94.37","1.4375","4.6","320","2927","95.1","4.09375","","","","26112","5.38800000000001","2.27366147309671","","320"
"Middle East & North Africa (excluding high income)","MNA","1969","","","23.4740246969567","2029090","137376","28.3805392004958","","0","","0","6.29107452182845","5.36758398613151","17.3726433639244","","","5.599850994565","0.389475281958165","","","25502066","1072.91237650718","0.038988472279185","","","","117.933494888759","15.0317164565348","0.0409779152534882","","","8643980","23768386","0.0393477860784174","0.457730141054195","","","","74091030","59.7396185440434","1.56773632817408","","8777960"
"Montenegro","MNE","2001","100","","","","","","60.5633802816901","430","80","120","","","10.8112052258109","125395844.528032","","","","","","","","","9.82999992370605","8.26000022888184","10.9099998474121","","","","46.542750929368","6260","13450","","","","","","","245634","40.441","-2.07653375504879","","13810"
"Mongolia","MNG","1966","","","90.5552408661397","1406830","4200","47.4576271186441","","","","","","","","","","0.569659363011406","0.776341667529268","885000","","264000","662.5","39.31","","","","","","57.78","","","1553560","398500","61.67","","","","","653802","57.353","1.99810458474833","","1564120"
"Northern Mariana Islands","MNP","1994","99.8787024816551","","8.69565217391304","40","","","","","","","","","","","","2.17391304347826","0.0220453693701638","1000","","","","","","","","","","","71.6304347826087","329.5","460","","","2.17391304347826","","","","4721","10.408","-0.549219800503126","","460"
"Malawi","MWI","1999","0.621764843884561","","49.6393720831566","46800","","","19.6521739130435","1130","75.8620689655172","1320","2.08656834077932","1.28978259374527","34.4000768621901","610918436.040564","","28.6380992787442","0.24874877065133","2700000","","2635519","1745.4","50.25","80.75","87.2799987792969","74.3899993896484","","18.5555555555556","45.14","33.1321595248197","31237","94280","1510012","23.8","1.37887144675435","","","","9278060","85.478","2.66023337972101","","118480"
"New Caledonia","NCL","1984","","","15.8643326039387","2900","1239","1239","86.589644671646","173.146385278317","82.4445272584861","81.248512746","","","","","","0.547045951859956","0.0659413122321134","10000","","1224","1117.8","105.59","","","","","50","73.62","","","18280","1095","60.86","0.437636761487965","","","","62657","41.317","1.59913317611432","","18580"
"Nigeria","NGA","1989","","","67.1761256958398","611820","13350","4.75291939618342","37.3673468306164","23093.4313821361","79.6064513708652","14471.62336","","","21.275597336482","9361914097.13563","","30.8398388177037","0.30271143029545","28088000","","18007000","1252.9","37.18","","","","114.25431711146","12.9557106237539","38.34","","","910770","14372700","49.98","4.17229377340053","","","","66026113","71.158","1.46262753360738","","923770"
"Norway","NOR","2001","100","","2.86657686368565","10470","133786","1518.56980703746","47.108843537415","2770","57.2687224669604","2600","0.711895069747298","2.05645662022464","1.58869172655478","2763882246.96109","","2.41208616705545","0.195181346955116","881000","","1221040","3709.5","94.61","4.09000015258789","2.16000008583069","5.78999996185303","21.6023284313725","200.085130533485","91.31","33.1611196898512","121119","365244","329167","90.73","0.0136894788141626","","","","1066238","23.622","-0.998154959525423","","385178"
"Nepal","NPL","1974","","","27.9300699300699","39940","1240","5.68807339449541","87.4034787288443","15936.1888731514","75.8321782651662","1843.55419","38.3216047344168","","68.4181772493042","833301616.584253","","15.2447552447552","0.16601605634189","2180000","","3755148","1767.6","25.17","","","","","5.82385321100917","26.73","","","143000","2124453","32.1","0.195804195804196","","","","12525909","95.39","1.9270692443914","","147180"
"Nauru","NRU","1991","","","20","4","","","","0","","0","","","","","","","","","","","","68.94","","","","","","72.2","0","0","20","","86.51","20","","","","0","0","","","20"
"OECD members","OED","2014","99.3841213932447","","34.4627535008762","12233637.037","","","","723290","","584920","1.62584830381637","1.3526238209876","1.53890081196884","788198879869.57","","10.4315962782683","0.279677140855202","","","930084625","5560.14001014267","0.154720567777144","5.25961479525523","3.38426970369252","6.72023979918567","92.0541104503259","137.714020778146","0.171664528517352","32.7067794163061","11610298.87","35498141.6","167277514","0.152535858531915","0.670463728975316","","","","267549726","20.2071513831427","-0.27926010213875","","37657291.6"
"Panama","PAN","2017","81.9781856675117","","30.4776038855909","22590","","","","2360","","1120","0.0270296077631914","0.229954448997136","2.38478394024697","1483400000","36.82516097","7.62277388019428","0.137577908056075","565000","2928","433472","2955","106.22","14.4899997711182","8.64999961853027","18.2199993133545","","58.6841946902655","103.1","57.3135456017269","42480.8","74120","146689","101","2.49595250944414","","","","1340242","32.635","0.681147177980688","","75320"
"Peru","PER","1968","","","13.890625","177800","10000","40.8163265306122","","","","","7.96578308278447","3.65330132144482","16.7097515523445","958485357.700258","","1.9140625","0.192375778837267","2450000","","1079371","1522.3","24.5","","","","175.445595854922","27.6416326530612","22.54","","","1280000","709050","20.49","0.1796875","","","","5704608","44.793","0.325529694151553","","1285220"
"Peru","PER","1983","","","14.6890625","188020","11900","35.7035703570357","58.9336366298455","8035.77815538932","67.8051288170716","3611.039433","4.68552047767819","1.69626466254702","","","","2.60390625","0.176620323217841","3333000","","1618556","2087.3","26.96","","","","235.956307173808","23.5262526252625","27.98","","","1280000","775425","31.13","0.265625","","","","6410286","33.969","1.15227193959147","","1285220"
"French Polynesia","PYF","2001","100","","11.7486338797814","430","","","","","","","0.806913338552988","1.8360532208331","","","","0.819672131147541","0.0122484475092782","3000","","","","86.43","10.0900001525879","5.6399998664856","12.9499998092651","","318.333333333333","88.98","40.6122950819672","1486.41","3660","","96.73","5.46448087431694","","","","107850","44.033","1.93137343064501","","4000"
"French Polynesia","PYF","2002","100","","12.2950819672131","450","","","","","","","1.31641231608577","1.40914106124504","","","","0.819672131147541","0.0120493541546173","3000","","","","96.36","9.39000034332275","5.28999996185303","12.0600004196167","","333.666666666667","95.18","40.6371584699454","1487.32","3660","","91.53","6.01092896174863","","","","109828","44.112","1.81741328384373","","4000"
"Senegal","SEN","1993","4.87466167299289","","45.8006544434634","88180","550","1.7845554834523","68.9280868385346","5080","75.0487329434698","3850","","","19.16536139705","1412101086.08976","","16.0078948735262","0.374631582901095","3082000","","1185204","836.5","57.67","48.7400016784668","47.5","49.2900009155273","38.7096774193548","7.78715120051914","56.49","47.6193839921051","91681.6","192530","1416921","53.64","0.186983846673246","","","","4991909","60.679","2.68678277641319","","196710"
"Sub-Saharan Africa","SSF","1992","","","39.7839778007005","8450670.28","221514","","57.9674472621379","334420","81.945847316803","251500","","","20.2673328804123","59619436202.3889","","7.01281756924488","0.292663573041785","","","60997510","938.431539473463","2.43750597025573","63.4075643257915","66.1599023112989","61.1282544559648","111.331121637955","13.4693148693191","3.88441025069926","32.7358457447434","6986612.196","23823744.271","64999503","7.44076524439329","0.961660185060385","","","","385862117","71.6887452636282","2.10444964865741","","21884801"
"Slovak Republic","SVK","1977","","","","","","","63.2451866265286","3424.0880794416","47.2456333743851","2176.314824","","","","","","","","","","","","","","","","","","","","","48100","","","","","","","2497456","51.595","-1.00115556395781","","49030"
"East Asia & Pacific (IDA & IBRD countries)","TEA","1963","","","36.2770209416913","5747901.7","93353","5.93354629005738","","","","","","","38.8874145312984","30593140933.4327","","9.92973362230994","0.171482102273366","","","192347421","1522.4244715724","0.0328293564923777","","","","","","0.0290836556787678","","","15844470","126341575","0.0127004439208029","1.20729190793308","","","","752323306","81.9914551789486","1.99127463273949","","16186610"
